Equipment ID,Contractor 1,Equipment Designation,Specs Combi,Concat Data,Connector Conditions Concat,Estimated,Hyperlink,Index,Preview?,Max. Equipment Designation
7zoDqmrp7WpCO1iTh8tJ0t,BlueBird Aero Systems Ltd,ThunderB,Range,"150 km (81 nm, 93.2 mi) (maximum)",,,,180,preview,ThunderB
7zoDqmrp7WpCO1iTh8tJ0t,BlueBird Aero Systems Ltd,ThunderB,Service ceiling,"4,875 m (16,000 ft)",,,https://customer.janes.com/display/JUAVA727-JUAV,180,preview,ThunderB
7zoDqmrp7WpCO1iTh8tJ0t,BlueBird Aero Systems Ltd,ThunderB,Wing span,4.0 m (13 ft 1 1/2 in),,,https://customer.janes.com/display/JUAVA727-JUAV,180,preview,ThunderB
7zoDqmrp7WpCO1iTh8tJ0t,BlueBird Aero Systems Ltd,ThunderB,Wing span,4.0 m (13 ft 1 1/2 in),,,,180,preview,ThunderB
7zoDqmrp7WpCO1iTh8tJ0t,Cyient Solutions & Systems,ThunderB,Cruising speed,"32 kt (59.3 km/h, 36.8 mph)",,,https://customer.janes.com/display/JUAVA727-JUAV,180,preview,ThunderB
7zoDqmrp7WpCO1iTh8tJ0t,Cyient Solutions & Systems,ThunderB,Cruising speed,"32 kt (59.3 km/h, 36.8 mph)",,,,180,preview,ThunderB
7zoDqmrp7WpCO1iTh8tJ0t,Cyient Solutions & Systems,ThunderB,Endurance,12 hr 0 min (VTOL configuration),,,,180,preview,ThunderB
7zoDqmrp7WpCO1iTh8tJ0t,Cyient Solutions & Systems,ThunderB,Endurance,"16 hr 0 min (typical, payload dependent)",,,,180,preview,ThunderB
7zoDqmrp7WpCO1iTh8tJ0t,Cyient Solutions & Systems,ThunderB,Endurance,24 hr 0 min (payload dependent),,,,180,preview,ThunderB
7zoDqmrp7WpCO1iTh8tJ0t,Cyient Solutions & Systems,ThunderB,"Length, overall",1.9 m (6 ft 2 3/4 in) (estimated),,est,https://customer.janes.com/display/JUAVA727-JUAV,180,preview,ThunderB
7zoDqmrp7WpCO1iTh8tJ0t,Cyient Solutions & Systems,ThunderB,"Length, overall",1.9 m (6 ft 2 3/4 in) (estimated),,est,,180,preview,ThunderB
7zoDqmrp7WpCO1iTh8tJ0t,Cyient Solutions & Systems,ThunderB,Max level speed,"72 kt (133 km/h, 82.9 mph)",,,https://customer.janes.com/display/JUAVA727-JUAV,180,preview,ThunderB
7zoDqmrp7WpCO1iTh8tJ0t,Cyient Solutions & Systems,ThunderB,Max level speed,"72 kt (133 km/h, 82.9 mph)",,,,180,preview,ThunderB
7zoDqmrp7WpCO1iTh8tJ0t,Cyient Solutions & Systems,ThunderB,Max payload,4 kg (8 lb 13 oz),,,https://customer.janes.com/display/JUAVA727-JUAV,180,preview,ThunderB
7zoDqmrp7WpCO1iTh8tJ0t,Cyient Solutions & Systems,ThunderB,Max T-O weight,32 kg (71 lb),,,https://customer.janes.com/display/JUAVA727-JUAV,180,preview,ThunderB
7zoDqmrp7WpCO1iTh8tJ0t,Cyient Solutions & Systems,ThunderB,Operating altitude,"1,830 m (6,000 ft) (optimum altitude)",,,,180,preview,ThunderB
7zoDqmrp7WpCO1iTh8tJ0t,Cyient Solutions & Systems,ThunderB,Range,"100 km (54 nm, 62.1 mi) (typical)",,,https://customer.janes.com/display/JUAVA727-JUAV,180,preview,ThunderB
7zoDqmrp7WpCO1iTh8tJ0t,Cyient Solutions & Systems,ThunderB,Range,"100 km (54 nm, 62.1 mi) (typical)",,,,180,preview,ThunderB
7zoDqmrp7WpCO1iTh8tJ0t,Cyient Solutions & Systems,ThunderB,Range,"150 km (81 nm, 93.2 mi) (maximum)",,,https://customer.janes.com/display/JUAVA727-JUAV,180,preview,ThunderB
7zoDqmrp7WpCO1iTh8tJ0t,Cyient Solutions & Systems,ThunderB,Range,"150 km (81 nm, 93.2 mi) (maximum)",,,,180,preview,ThunderB
7zoDqmrp7WpCO1iTh8tJ0t,Cyient Solutions & Systems,ThunderB,Service ceiling,"4,875 m (16,000 ft)",,,https://customer.janes.com/display/JUAVA727-JUAV,180,preview,ThunderB
7zoDqmrp7WpCO1iTh8tJ0t,Cyient Solutions & Systems,ThunderB,Wing span,4.0 m (13 ft 1 1/2 in),,,https://customer.janes.com/display/JUAVA727-JUAV,180,preview,ThunderB
7zoDqmrp7WpCO1iTh8tJ0t,Cyient Solutions & Systems,ThunderB,Wing span,4.0 m (13 ft 1 1/2 in),,,,180,preview,ThunderB
6L654jG1n6057LMiHLUcVY,BlueBird Aero Systems Ltd,ThunderB-VTOL,Cruising speed,"32 kt (59.3 km/h, 36.8 mph)",,,https://customer.janes.com/display/JUAVA727-JUAV,181,preview,ThunderB-VTOL
6L654jG1n6057LMiHLUcVY,BlueBird Aero Systems Ltd,ThunderB-VTOL,Cruising speed,"32 kt (59.3 km/h, 36.8 mph)",,,,181,preview,ThunderB-VTOL
6L654jG1n6057LMiHLUcVY,BlueBird Aero Systems Ltd,ThunderB-VTOL,Endurance,12 hr 0 min,,,,181,preview,ThunderB-VTOL
6L654jG1n6057LMiHLUcVY,BlueBird Aero Systems Ltd,ThunderB-VTOL,"Length, overall",1.9 m (6 ft 2 3/4 in) (estimated),,est,https://customer.janes.com/display/JUAVA727-JUAV,181,preview,ThunderB-VTOL
6L654jG1n6057LMiHLUcVY,BlueBird Aero Systems Ltd,ThunderB-VTOL,"Length, overall",1.9 m (6 ft 2 3/4 in) (estimated),,est,,181,preview,ThunderB-VTOL
6L654jG1n6057LMiHLUcVY,BlueBird Aero Systems Ltd,ThunderB-VTOL,Max level speed,"72 kt (133 km/h, 82.9 mph)",,,https://customer.janes.com/display/JUAVA727-JUAV,181,preview,ThunderB-VTOL
6L654jG1n6057LMiHLUcVY,BlueBird Aero Systems Ltd,ThunderB-VTOL,Max level speed,"72 kt (133 km/h, 82.9 mph)",,,,181,preview,ThunderB-VTOL
6L654jG1n6057LMiHLUcVY,BlueBird Aero Systems Ltd,ThunderB-VTOL,Max payload,8 kg (18 lb),,,https://customer.janes.com/display/JUAVA727-JUAV,181,preview,ThunderB-VTOL
6L654jG1n6057LMiHLUcVY,BlueBird Aero Systems Ltd,ThunderB-VTOL,Max T-O weight,35 kg (77 lb),,,https://customer.janes.com/display/JUAVA727-JUAV,181,preview,ThunderB-VTOL
6L654jG1n6057LMiHLUcVY,BlueBird Aero Systems Ltd,ThunderB-VTOL,Operating altitude,"1,830 m (6,000 ft) (optimum altitude)",,,,181,preview,ThunderB-VTOL
6L654jG1n6057LMiHLUcVY,BlueBird Aero Systems Ltd,ThunderB-VTOL,Range,"150 km (81 nm, 93.2 mi) (communication range)",,,https://customer.janes.com/display/JUAVA727-JUAV,181,preview,ThunderB-VTOL
6L654jG1n6057LMiHLUcVY,BlueBird Aero Systems Ltd,ThunderB-VTOL,Range,"150 km (81 nm, 93.2 mi) (communication range)",,,,181,preview,ThunderB-VTOL
6L654jG1n6057LMiHLUcVY,BlueBird Aero Systems Ltd,ThunderB-VTOL,Service ceiling,"4,875 m (16,000 ft)",,,https://customer.janes.com/display/JUAVA727-JUAV,181,preview,ThunderB-VTOL
6L654jG1n6057LMiHLUcVY,BlueBird Aero Systems Ltd,ThunderB-VTOL,Wing span,4.0 m (13 ft 1 1/2 in),,,https://customer.janes.com/display/JUAVA727-JUAV,181,preview,ThunderB-VTOL
6L654jG1n6057LMiHLUcVY,BlueBird Aero Systems Ltd,ThunderB-VTOL,Wing span,4.0 m (13 ft 1 1/2 in),,,,181,preview,ThunderB-VTOL
6L654jG1n6057LMiHLUcVY,Cyient Solutions & Systems,ThunderB-VTOL,Cruising speed,"32 kt (59.3 km/h, 36.8 mph)",,,https://customer.janes.com/display/JUAVA727-JUAV,181,preview,ThunderB-VTOL
6L654jG1n6057LMiHLUcVY,Cyient Solutions & Systems,ThunderB-VTOL,Cruising speed,"32 kt (59.3 km/h, 36.8 mph)",,,,181,preview,ThunderB-VTOL
6L654jG1n6057LMiHLUcVY,Cyient Solutions & Systems,ThunderB-VTOL,Endurance,12 hr 0 min,,,,181,preview,ThunderB-VTOL
6L654jG1n6057LMiHLUcVY,Cyient Solutions & Systems,ThunderB-VTOL,"Length, overall",1.9 m (6 ft 2 3/4 in) (estimated),,est,https://customer.janes.com/display/JUAVA727-JUAV,181,preview,ThunderB-VTOL
6L654jG1n6057LMiHLUcVY,Cyient Solutions & Systems,ThunderB-VTOL,"Length, overall",1.9 m (6 ft 2 3/4 in) (estimated),,est,,181,preview,ThunderB-VTOL
6L654jG1n6057LMiHLUcVY,Cyient Solutions & Systems,ThunderB-VTOL,Max level speed,"72 kt (133 km/h, 82.9 mph)",,,https://customer.janes.com/display/JUAVA727-JUAV,181,preview,ThunderB-VTOL
6L654jG1n6057LMiHLUcVY,Cyient Solutions & Systems,ThunderB-VTOL,Max level speed,"72 kt (133 km/h, 82.9 mph)",,,,181,preview,ThunderB-VTOL
6L654jG1n6057LMiHLUcVY,Cyient Solutions & Systems,ThunderB-VTOL,Max payload,8 kg (18 lb),,,https://customer.janes.com/display/JUAVA727-JUAV,181,preview,ThunderB-VTOL
6L654jG1n6057LMiHLUcVY,Cyient Solutions & Systems,ThunderB-VTOL,Max T-O weight,35 kg (77 lb),,,https://customer.janes.com/display/JUAVA727-JUAV,181,preview,ThunderB-VTOL
6L654jG1n6057LMiHLUcVY,Cyient Solutions & Systems,ThunderB-VTOL,Operating altitude,"1,830 m (6,000 ft) (optimum altitude)",,,,181,preview,ThunderB-VTOL
6L654jG1n6057LMiHLUcVY,Cyient Solutions & Systems,ThunderB-VTOL,Range,"150 km (81 nm, 93.2 mi) (communication range)",,,https://customer.janes.com/display/JUAVA727-JUAV,181,preview,ThunderB-VTOL
6L654jG1n6057LMiHLUcVY,Cyient Solutions & Systems,ThunderB-VTOL,Range,"150 km (81 nm, 93.2 mi) (communication range)",,,,181,preview,ThunderB-VTOL
6L654jG1n6057LMiHLUcVY,Cyient Solutions & Systems,ThunderB-VTOL,Service ceiling,"4,875 m (16,000 ft)",,,https://customer.janes.com/display/JUAVA727-JUAV,181,preview,ThunderB-VTOL
6L654jG1n6057LMiHLUcVY,Cyient Solutions & Systems,ThunderB-VTOL,Wing span,4.0 m (13 ft 1 1/2 in),,,https://customer.janes.com/display/JUAVA727-JUAV,181,preview,ThunderB-VTOL
6L654jG1n6057LMiHLUcVY,Cyient Solutions & Systems,ThunderB-VTOL,Wing span,4.0 m (13 ft 1 1/2 in),,,,181,preview,ThunderB-VTOL
4GFAj5BRo4zpGUpevqxvC0,Airbus Defence and Space,Tracker 120,Cruising speed,"32.9 kt (61 km/h, 37.9 mph) (minimum)",,,https://customer.janes.com/display/JUAV9518-JUAV,182,preview,Tracker 120
4GFAj5BRo4zpGUpevqxvC0,Airbus Defence and Space,Tracker 120,Cruising speed,"32.9 kt (61 km/h, 37.9 mph) (minimum)",,,,182,preview,Tracker 120
4GFAj5BRo4zpGUpevqxvC0,Airbus Defence and Space,Tracker 120,Cruising speed,"48.6 kt (90 km/h, 55.9 mph) (maximum)",,,https://customer.janes.com/display/JUAV9518-JUAV,182,preview,Tracker 120
4GFAj5BRo4zpGUpevqxvC0,Airbus Defence and Space,Tracker 120,Cruising speed,"48.6 kt (90 km/h, 55.9 mph) (maximum)",,,,182,preview,Tracker 120
4GFAj5BRo4zpGUpevqxvC0,Airbus Defence and Space,Tracker 120,Endurance,"1 hr 30 min (minimum, day or night configuration)",,,,182,preview,Tracker 120
4GFAj5BRo4zpGUpevqxvC0,Airbus Defence and Space,Tracker 120,"Length, overall",1.54 m (5 ft 3/4 in),,,https://customer.janes.com/display/JUAV9518-JUAV,182,preview,Tracker 120
4GFAj5BRo4zpGUpevqxvC0,Airbus Defence and Space,Tracker 120,"Length, overall",1.54 m (5 ft 3/4 in),,,,182,preview,Tracker 120
4GFAj5BRo4zpGUpevqxvC0,Airbus Defence and Space,Tracker 120,Max operating speed,"54 kt (100 km/h, 62.1 mph)",,,,182,preview,Tracker 120
4GFAj5BRo4zpGUpevqxvC0,Airbus Defence and Space,Tracker 120,Max payload,1.1 kg (2 lb 6 3/4 oz),,,https://customer.janes.com/display/JUAV9518-JUAV,182,preview,Tracker 120
4GFAj5BRo4zpGUpevqxvC0,Airbus Defence and Space,Tracker 120,Max T-O weight,8.7 kg (19 lb),,,https://customer.janes.com/display/JUAV9518-JUAV,182,preview,Tracker 120
4GFAj5BRo4zpGUpevqxvC0,Airbus Defence and Space,Tracker 120,Operating altitude,"100 m (328 ft) (typical, above ground level)",,,,182,preview,Tracker 120
4GFAj5BRo4zpGUpevqxvC0,Airbus Defence and Space,Tracker 120,Operating altitude,300 m (984 ft) (Max),,,,182,preview,Tracker 120
4GFAj5BRo4zpGUpevqxvC0,Airbus Defence and Space,Tracker 120,Range,"25 km (13.5 nm, 15.5 mi)",,,https://customer.janes.com/display/JUAV9518-JUAV,182,preview,Tracker 120
4GFAj5BRo4zpGUpevqxvC0,Airbus Defence and Space,Tracker 120,Range,"25 km (13.5 nm, 15.5 mi)",,,,182,preview,Tracker 120
4GFAj5BRo4zpGUpevqxvC0,Airbus Defence and Space,Tracker 120,Service ceiling,"2,500 m (8,200 ft) (AMSL)",,,https://customer.janes.com/display/JUAV9518-JUAV,182,preview,Tracker 120
4GFAj5BRo4zpGUpevqxvC0,Airbus Defence and Space,Tracker 120,Wing span,3.3 m (10 ft 10 in),,,https://customer.janes.com/display/JUAV9518-JUAV,182,preview,Tracker 120
4GFAj5BRo4zpGUpevqxvC0,Airbus Defence and Space,Tracker 120,Wing span,3.3 m (10 ft 10 in),,,,182,preview,Tracker 120
4GFAj5BRo4zpGUpevqxvC0,Survey Copter,Tracker 120,Cruising speed,"32.9 kt (61 km/h, 37.9 mph) (minimum)",,,https://customer.janes.com/display/JUAV9518-JUAV,182,preview,Tracker 120
4GFAj5BRo4zpGUpevqxvC0,Survey Copter,Tracker 120,Cruising speed,"32.9 kt (61 km/h, 37.9 mph) (minimum)",,,,182,preview,Tracker 120
4GFAj5BRo4zpGUpevqxvC0,Survey Copter,Tracker 120,Cruising speed,"48.6 kt (90 km/h, 55.9 mph) (maximum)",,,https://customer.janes.com/display/JUAV9518-JUAV,182,preview,Tracker 120
4GFAj5BRo4zpGUpevqxvC0,Survey Copter,Tracker 120,Cruising speed,"48.6 kt (90 km/h, 55.9 mph) (maximum)",,,,182,preview,Tracker 120
4GFAj5BRo4zpGUpevqxvC0,Survey Copter,Tracker 120,Endurance,"1 hr 30 min (minimum, day or night configuration)",,,,182,preview,Tracker 120
4GFAj5BRo4zpGUpevqxvC0,Survey Copter,Tracker 120,"Length, overall",1.54 m (5 ft 3/4 in),,,https://customer.janes.com/display/JUAV9518-JUAV,182,preview,Tracker 120
4GFAj5BRo4zpGUpevqxvC0,Survey Copter,Tracker 120,"Length, overall",1.54 m (5 ft 3/4 in),,,,182,preview,Tracker 120
4GFAj5BRo4zpGUpevqxvC0,Survey Copter,Tracker 120,Max operating speed,"54 kt (100 km/h, 62.1 mph)",,,,182,preview,Tracker 120
4GFAj5BRo4zpGUpevqxvC0,Survey Copter,Tracker 120,Max payload,1.1 kg (2 lb 6 3/4 oz),,,https://customer.janes.com/display/JUAV9518-JUAV,182,preview,Tracker 120
4GFAj5BRo4zpGUpevqxvC0,Survey Copter,Tracker 120,Max T-O weight,8.7 kg (19 lb),,,https://customer.janes.com/display/JUAV9518-JUAV,182,preview,Tracker 120
4GFAj5BRo4zpGUpevqxvC0,Survey Copter,Tracker 120,Operating altitude,"100 m (328 ft) (typical, above ground level)",,,,182,preview,Tracker 120
4GFAj5BRo4zpGUpevqxvC0,Survey Copter,Tracker 120,Operating altitude,300 m (984 ft) (Max),,,,182,preview,Tracker 120
4GFAj5BRo4zpGUpevqxvC0,Survey Copter,Tracker 120,Range,"25 km (13.5 nm, 15.5 mi)",,,https://customer.janes.com/display/JUAV9518-JUAV,182,preview,Tracker 120
4GFAj5BRo4zpGUpevqxvC0,Survey Copter,Tracker 120,Range,"25 km (13.5 nm, 15.5 mi)",,,,182,preview,Tracker 120
4GFAj5BRo4zpGUpevqxvC0,Survey Copter,Tracker 120,Service ceiling,"2,500 m (8,200 ft) (AMSL)",,,https://customer.janes.com/display/JUAV9518-JUAV,182,preview,Tracker 120
4GFAj5BRo4zpGUpevqxvC0,Survey Copter,Tracker 120,Wing span,3.3 m (10 ft 10 in),,,https://customer.janes.com/display/JUAV9518-JUAV,182,preview,Tracker 120
4GFAj5BRo4zpGUpevqxvC0,Survey Copter,Tracker 120,Wing span,3.3 m (10 ft 10 in),,,,182,preview,Tracker 120
62ezKqXx0bbbXBhJ3pDeFW,Quantum Systems GmbH,Trinity F90+,Cruising speed,"33 kt (61.1 km/h, 38 mph)",,,https://customer.janes.com/display/JUAVB048-JUAV,183,preview,Trinity F90+
62ezKqXx0bbbXBhJ3pDeFW,Quantum Systems GmbH,Trinity F90+,Cruising speed,"33 kt (61.1 km/h, 38 mph)",,,,183,preview,Trinity F90+
62ezKqXx0bbbXBhJ3pDeFW,Quantum Systems GmbH,Trinity F90+,Endurance,1 hr 0 min (typical),,,,183,preview,Trinity F90+
62ezKqXx0bbbXBhJ3pDeFW,Quantum Systems GmbH,Trinity F90+,Endurance,1 hr 30 min (unlocked condition),,,,183,preview,Trinity F90+
62ezKqXx0bbbXBhJ3pDeFW,Quantum Systems GmbH,Trinity F90+,"Length, overall",1.48  m (4 ft 10 1/4 in),,,https://customer.janes.com/display/JUAVB048-JUAV,183,preview,Trinity F90+
62ezKqXx0bbbXBhJ3pDeFW,Quantum Systems GmbH,Trinity F90+,"Length, overall",1.48  m (4 ft 10 1/4 in),,,,183,preview,Trinity F90+
62ezKqXx0bbbXBhJ3pDeFW,Quantum Systems GmbH,Trinity F90+,Max payload,700 g (1 lb 8 3/4 oz),,,https://customer.janes.com/display/JUAVB048-JUAV,183,preview,Trinity F90+
62ezKqXx0bbbXBhJ3pDeFW,Quantum Systems GmbH,Trinity F90+,Max T-O weight,5 kg (11 lb),,,https://customer.janes.com/display/JUAVB048-JUAV,183,preview,Trinity F90+
62ezKqXx0bbbXBhJ3pDeFW,Quantum Systems GmbH,Trinity F90+,Range,"7.41 km (4  nm, 4.6 mi) (maximum, command and control)",,,https://customer.janes.com/display/JUAVB048-JUAV,183,preview,Trinity F90+
62ezKqXx0bbbXBhJ3pDeFW,Quantum Systems GmbH,Trinity F90+,Range,"7.41 km (4  nm, 4.6 mi) (maximum, command and control)",,,,183,preview,Trinity F90+
62ezKqXx0bbbXBhJ3pDeFW,Quantum Systems GmbH,Trinity F90+,Service ceiling,"4,500 m (14,765 ft)",,,https://customer.janes.com/display/JUAVB048-JUAV,183,preview,Trinity F90+
62ezKqXx0bbbXBhJ3pDeFW,Quantum Systems GmbH,Trinity F90+,Wing span,2.394 m (7 ft 10 1/4 in),,,https://customer.janes.com/display/JUAVB048-JUAV,183,preview,Trinity F90+
62ezKqXx0bbbXBhJ3pDeFW,Quantum Systems GmbH,Trinity F90+,Wing span,2.394 m (7 ft 10 1/4 in),,,,183,preview,Trinity F90+
6nONddvcvYKlS0kGAYYf27,Quantum Systems GmbH,Trinity Pro,Cruising speed,"33 kt (61.1 km/h, 38 mph)",,,,184,preview,Trinity Pro
6nONddvcvYKlS0kGAYYf27,Quantum Systems GmbH,Trinity Pro,Endurance,1 hr 0 min (typical),,,,184,preview,Trinity Pro
6nONddvcvYKlS0kGAYYf27,Quantum Systems GmbH,Trinity Pro,Endurance,1 hr 30 min (unlocked condition),,,,184,preview,Trinity Pro
6nONddvcvYKlS0kGAYYf27,Quantum Systems GmbH,Trinity Pro,"Length, overall",1.48  m (4 ft 10 1/4 in),,,,184,preview,Trinity Pro
6nONddvcvYKlS0kGAYYf27,Quantum Systems GmbH,Trinity Pro,Max payload,1 kg (2 lb 3 1/4 oz),,,,184,preview,Trinity Pro
6nONddvcvYKlS0kGAYYf27,Quantum Systems GmbH,Trinity Pro,Max T-O weight,5.75 kg (13 lb),,,,184,preview,Trinity Pro
6nONddvcvYKlS0kGAYYf27,Quantum Systems GmbH,Trinity Pro,Radius of operation,"100 km (54 nm, 62.1 mi)",,,,184,preview,Trinity Pro
6nONddvcvYKlS0kGAYYf27,Quantum Systems GmbH,Trinity Pro,Range,"7.41 km (4  nm, 4.6 mi) (maximum, command and control)",,,,184,preview,Trinity Pro
6nONddvcvYKlS0kGAYYf27,Quantum Systems GmbH,Trinity Pro,Service ceiling,"5,500 m (18,045 ft)",,,,184,preview,Trinity Pro
6nONddvcvYKlS0kGAYYf27,Quantum Systems GmbH,Trinity Pro,Wing span,2.394 m (7 ft 10 1/4 in),,,,184,preview,Trinity Pro
3rDeCB3VxpJ1axvTy3HBbr,Quantum Systems GmbH,Trinity Tactical,Cruising speed,"33 kt (61.1 km/h, 38 mph)",,,,185,preview,Trinity Tactical
3rDeCB3VxpJ1axvTy3HBbr,Quantum Systems GmbH,Trinity Tactical,Endurance,1 hr 0 min (typical),,,,185,preview,Trinity Tactical
3rDeCB3VxpJ1axvTy3HBbr,Quantum Systems GmbH,Trinity Tactical,Endurance,1 hr 30 min (unlocked condition),,,,185,preview,Trinity Tactical
3rDeCB3VxpJ1axvTy3HBbr,Quantum Systems GmbH,Trinity Tactical,"Length, overall",1.48  m (4 ft 10 1/4 in),,,,185,preview,Trinity Tactical
3rDeCB3VxpJ1axvTy3HBbr,Quantum Systems GmbH,Trinity Tactical,Max T-O weight,5.75 kg (13 lb),,,,185,preview,Trinity Tactical
3rDeCB3VxpJ1axvTy3HBbr,Quantum Systems GmbH,Trinity Tactical,Radius of operation,"100 km (54 nm, 62.1 mi)",,,,185,preview,Trinity Tactical
3rDeCB3VxpJ1axvTy3HBbr,Quantum Systems GmbH,Trinity Tactical,Range,"7.41 km (4  nm, 4.6 mi) (maximum, command and control)",,,,185,preview,Trinity Tactical
3rDeCB3VxpJ1axvTy3HBbr,Quantum Systems GmbH,Trinity Tactical,Service ceiling,"5,500 m (18,045 ft)",,,,185,preview,Trinity Tactical
3rDeCB3VxpJ1axvTy3HBbr,Quantum Systems GmbH,Trinity Tactical,Wing span,2.394 m (7 ft 10 1/4 in),,,,185,preview,Trinity Tactical
1wvp97X78UfdmrnyZL2ghF,Quantum Systems GmbH,Tron F90+,Cruising speed,"35 kt (64.8 km/h, 40.3 mph)",,,https://customer.janes.com/display/JUAVB049-JUAV,186,preview,Tron F90+
1wvp97X78UfdmrnyZL2ghF,Quantum Systems GmbH,Tron F90+,Cruising speed,"35 kt (64.8 km/h, 40.3 mph)",,,,186,preview,Tron F90+
1wvp97X78UfdmrnyZL2ghF,Quantum Systems GmbH,Tron F90+,Endurance,1 hr 0 min (typical),,,,186,preview,Tron F90+
1wvp97X78UfdmrnyZL2ghF,Quantum Systems GmbH,Tron F90+,Endurance,1 hr 30 min (maximum),,,,186,preview,Tron F90+
1wvp97X78UfdmrnyZL2ghF,Quantum Systems GmbH,Tron F90+,Max payload,2  kg (4 lb 6 1/2 oz) (maximum),,,https://customer.janes.com/display/JUAVB049-JUAV,186,preview,Tron F90+
1wvp97X78UfdmrnyZL2ghF,Quantum Systems GmbH,Tron F90+,Max T-O weight,13.5 kg (30 lb),,,,186,preview,Tron F90+
1wvp97X78UfdmrnyZL2ghF,Quantum Systems GmbH,Tron F90+,Range,"100 km (54 nm, 62.1 mi) (1,500 hectares in area)",,,https://customer.janes.com/display/JUAVB049-JUAV,186,preview,Tron F90+
1wvp97X78UfdmrnyZL2ghF,Quantum Systems GmbH,Tron F90+,Range,"100 km (54 nm, 62.1 mi) (1,500 hectares in area)",,,,186,preview,Tron F90+
1wvp97X78UfdmrnyZL2ghF,Quantum Systems GmbH,Tron F90+,Wing span,3.5  m (11 ft 5 3/4 in),,,https://customer.janes.com/display/JUAVB049-JUAV,186,preview,Tron F90+
1wvp97X78UfdmrnyZL2ghF,Quantum Systems GmbH,Tron F90+,Wing span,3.5  m (11 ft 5 3/4 in),,,,186,preview,Tron F90+
0oRQKQXzOD4wISQE7hIy0V,Sistemas de Control Remoto SL,Tucan,Cruising speed,"37.8 kt (70 km/h, 43.5 mph)",,,https://customer.janes.com/display/JUAVB072-JUAV,187,preview,Tucan
0oRQKQXzOD4wISQE7hIy0V,Sistemas de Control Remoto SL,Tucan,Cruising speed,"37.8 kt (70 km/h, 43.5 mph)",,,,187,preview,Tucan
0oRQKQXzOD4wISQE7hIy0V,Sistemas de Control Remoto SL,Tucan,Endurance,1 hr 30 min,,,,187,preview,Tucan
0oRQKQXzOD4wISQE7hIy0V,Sistemas de Control Remoto SL,Tucan,"Length, overall",1.44 m (4 ft 8 3/4 in),,,https://customer.janes.com/display/JUAVB072-JUAV,187,preview,Tucan
0oRQKQXzOD4wISQE7hIy0V,Sistemas de Control Remoto SL,Tucan,"Length, overall",1.44 m (4 ft 8 3/4 in),,,,187,preview,Tucan
0oRQKQXzOD4wISQE7hIy0V,Sistemas de Control Remoto SL,Tucan,Max level speed,"154 kt (285 km/h, 177 mph)",,,,187,preview,Tucan
0oRQKQXzOD4wISQE7hIy0V,Sistemas de Control Remoto SL,Tucan,Max payload,750 g (1 lb 10 1/2 oz),,,https://customer.janes.com/display/JUAVB072-JUAV,187,preview,Tucan
0oRQKQXzOD4wISQE7hIy0V,Sistemas de Control Remoto SL,Tucan,Max T-O weight,5 kg (11 lb),,,https://customer.janes.com/display/JUAVB072-JUAV,187,preview,Tucan
0oRQKQXzOD4wISQE7hIy0V,Sistemas de Control Remoto SL,Tucan,Range,"25 km (13.5 nm, 15.5 mi)",,,https://customer.janes.com/display/JUAVB072-JUAV,187,preview,Tucan
0oRQKQXzOD4wISQE7hIy0V,Sistemas de Control Remoto SL,Tucan,Range,"25 km (13.5 nm, 15.5 mi)",,,,187,preview,Tucan
0oRQKQXzOD4wISQE7hIy0V,Sistemas de Control Remoto SL,Tucan,Service ceiling,"1,500 m (4,920 ft) (Minimum; AMSL)",,,https://customer.janes.com/display/JUAVB072-JUAV,187,preview,Tucan
0oRQKQXzOD4wISQE7hIy0V,Sistemas de Control Remoto SL,Tucan,Service ceiling,"2,500 m (8,200 ft) (maximum; AMSL)",,,https://customer.janes.com/display/JUAVB072-JUAV,187,preview,Tucan
0oRQKQXzOD4wISQE7hIy0V,Sistemas de Control Remoto SL,Tucan,Wing span,2.74 m (8 ft 11 3/4 in),,,https://customer.janes.com/display/JUAVB072-JUAV,187,preview,Tucan
0oRQKQXzOD4wISQE7hIy0V,Sistemas de Control Remoto SL,Tucan,Wing span,2.74 m (8 ft 11 3/4 in),,,,187,preview,Tucan
4J0X79qbR21AqnAXrJIU7O,Havelsan AS,Turac,Cruising speed,"46.7 kt (86.4 km/h, 53.7 mph)",,,https://customer.janes.com/display/JUAVA591-JUAV,188,preview,Turac
4J0X79qbR21AqnAXrJIU7O,Havelsan AS,Turac,Cruising speed,"46.7 kt (86.4 km/h, 53.7 mph)",,,,188,preview,Turac
4J0X79qbR21AqnAXrJIU7O,Havelsan AS,Turac,Endurance,1 hr 35 min (10 kg payload),,,,188,preview,Turac
4J0X79qbR21AqnAXrJIU7O,Havelsan AS,Turac,Endurance,2 hr 15 min (5 kg payload),,,,188,preview,Turac
4J0X79qbR21AqnAXrJIU7O,Havelsan AS,Turac,"Height, overall",1.05 m (3 ft 5 1/4 in),,,https://customer.janes.com/display/JUAVA591-JUAV,188,preview,Turac
4J0X79qbR21AqnAXrJIU7O,Havelsan AS,Turac,"Height, overall",1.05 m (3 ft 5 1/4 in),,,,188,preview,Turac
4J0X79qbR21AqnAXrJIU7O,Havelsan AS,Turac,"Length, overall",1.82 m (5 ft 11 3/4 in),,,https://customer.janes.com/display/JUAVA591-JUAV,188,preview,Turac
