 time, distance, velocity_smooth,                 pace,       lat,       lng, altitude
10267, 116603.4,           12.12,  0.08466603951081611, 41.273863, 19.847778,      147
10268, 116613.9,           11.68,  0.08587786259541746, 41.273896, 19.847897,    147.3
10269, 116625.4,            11.4,  0.08678881388620048, 41.273926, 19.848032,    147.5
10270, 116637.6,           11.34,  0.08729388942773512, 41.273958, 19.848169,    147.7
10271, 116649.1,           11.34,  0.08737864077669903, 41.273988, 19.848299,    147.9
10272, 116660.3,           11.38,  0.08712487899322116, 41.274023, 19.848428,      148
10273, 116672.1,           11.64,  0.08645533141209892, 41.274055, 19.848561,    148.1
10274,   116684,           11.72,   0.0862895493767953, 41.274085, 19.848696,    148.2
10275, 116695.4,           11.56,  0.08670520231214845, 41.274117, 19.848825,    148.3
10276, 116706.7,           11.52,    0.086455331412111, 41.274153, 19.848951,    148.3
10277,   116718,           11.54,  0.08595988538682188, 41.274189, 19.849078,    148.3
10278, 116729.7,           11.52,  0.08579599618684938, 41.274224, 19.849211,    148.2
10279, 116741.4,           11.48,  0.08563273073263085, 41.274257, 19.849343,    148.2
10280, 116753.2,           11.56,  0.08547008547008311, 41.274293, 19.849476,    148.3
10281,   116765,           11.66,  0.08490566037735849, 41.274329,  19.84961,    148.3
10282,   116777,            11.8,  0.08498583569405567, 41.274365, 19.849746,    148.3
10283, 116789.1,           11.88,  0.08490566037735849, 41.274403,  19.84988,    148.3
10284, 116800.7,           11.86,  0.08474576271185512,  41.27444, 19.850011,    148.4
10285, 116812.7,            11.9,  0.08490566037735849, 41.274476, 19.850142,    148.5
10286, 116823.9,           11.78,  0.08514664143803452, 41.274508, 19.850271,    148.6
10287, 116835.7,           11.74,  0.08555133079848146, 41.274542, 19.850404,    148.7
10288, 116847.6,            11.7,  0.08587786259542939, 41.274578, 19.850535,    148.8
10289, 116859.2,            11.7,  0.08653846153846154, 41.274618, 19.850663,    148.9
10290, 116870.7,            11.6,  0.08712487899322116,  41.27466, 19.850789,      149
10291, 116882.2,           11.66,  0.08662175168430457, 41.274701, 19.850913,      149
10292, 116893.9,           11.64,  0.08645533141209892, 41.274746, 19.851038,      149
10293, 116904.7,           11.42,  0.08670520231214845, 41.274787, 19.851157,      149
10294,   116916,           11.36,  0.08604206500955544, 41.274834, 19.851278,      149
10295, 116927.8,           11.42,  0.08522727272726803, 41.274884, 19.851402,    148.9
10296, 116939.8,           11.52,  0.08466603951081611, 41.274931,  19.85153,    148.9
10297, 116951.4,            11.5,  0.08482563619226678, 41.274978, 19.851658,    148.8
10298, 116963.8,           11.82,  0.08411214953271028, 41.275028, 19.851789,    148.7
10299, 116976.3,           12.06,  0.08341056533828067, 41.275081, 19.851919,    148.7
10300, 116988.5,           12.14,  0.08317929759704475, 41.275136, 19.852041,    148.6
10301,   117000,           12.04,  0.08287292817680224, 41.275201, 19.852151,    148.5
10302, 117011.7,           12.06,  0.08226691042046876, 41.275276, 19.852252,    148.5
10303, 117023.9,           12.02,  0.08249312557287553, 41.275353, 19.852356,    148.4
10304,   117036,           11.94,  0.08287292817680224, 41.275435, 19.852456,    148.2
10305, 117048.4,           11.98,  0.08317929759704475, 41.275517, 19.852556,    148.2
10306, 117060.8,           12.16,  0.08264462809917797, 41.275597, 19.852659,    148.1
10307, 117072.9,           12.24,  0.08272058823529191, 41.275673, 19.852763,      148
10308, 117084.9,            12.2,  0.08310249307479001, 41.275745, 19.852869,      148
10309, 117096.7,           12.14,  0.08333333333333333, 41.275813, 19.852978,      148
10310, 117108.9,            12.1,  0.08356545961001882, 41.275874, 19.853097,    147.9
10311, 117120.5,           11.94,   0.0832562442183231, 41.275938, 19.853207,    147.9
10312, 117132.2,           11.86,   0.0830258302582959,    41.276, 19.853322,    147.9
10313,   117144,           11.82,  0.08310249307479001,  41.27606, 19.853441,    147.9
10314, 117156.1,           11.88,  0.08264462809916694, 41.276121, 19.853563,      148
10315, 117168.9,              12,   0.0830258302582959, 41.276185, 19.853688,    148.1
10316, 117181.3,           12.16,  0.08364312267657541, 41.276245, 19.853813,    148.2
10317, 117193.2,            12.2,  0.08379888268155743, 41.276309, 19.853929,    148.2
10318, 117205.6,           12.32,  0.08333333333333333, 41.276383, 19.854035,    148.2
10319, 117217.3,           12.24,  0.08264462809917797, 41.276465, 19.854122,    148.1
10320, 117228.1,           11.84,  0.08249312557286453, 41.276555, 19.854184,    147.9
10321, 117239.6,           11.66,   0.0820419325433021, 41.276658,  19.85422,    147.6
10322,   117252,           11.76,  0.08078994614002957, 41.276768, 19.854245,    147.3
10323,   117265,           11.88,  0.07968127490040303, 41.276886,  19.85426,    146.9
10324,   117278,           12.14,  0.07714561234330014, 41.277002, 19.854278,    146.6
10325,   117291,           12.58,  0.07597340930675103, 41.277121, 19.854295,    146.2
10326, 117304.6,              13,  0.07511737089201878, 41.277238, 19.854321,    145.9
10327, 117317.7,           13.14,  0.07441860465116279, 41.277355, 19.854356,    145.6
10328, 117331.8,           13.36,  0.07407407407407407, 41.277472, 19.854403,    145.4
10329, 117344.9,           13.38,  0.07373271889400922, 41.277587, 19.854447,    145.1
10330, 117358.5,            13.5,  0.07332722273144492, 41.277706, 19.854486,    144.9
10331, 117372.5,           13.58,  0.07266121707538217, 41.277826, 19.854522,    144.7
10332,   117386,           13.66,   0.0728597449908906, 41.277944, 19.854567,    144.4
10333, 117399.5,           13.54,  0.07220216606498005, 41.278066, 19.854608,    144.3
10334, 117413.7,           13.76,  0.07213706041479188, 41.278191, 19.854639,    144.1
10335, 117427.8,           13.86,  0.07246376811594585, 41.278316, 19.854669,    143.9
10336, 117441.6,           13.82,  0.07207207207207207, 41.278439, 19.854699,    143.7
10337, 117455.7,           13.94,  0.07259528130671698, 41.278561, 19.854733,    143.5
10338, 117469.4,           13.98,  0.07312614259597222,  41.27868, 19.854778,    143.4
10339, 117482.9,           13.84,  0.07373271889400922, 41.278799, 19.854822,    143.3
10340,   117497,           13.84,   0.0738688827331566,  41.27892, 19.854862,    143.3
10341, 117509.7,           13.62,  0.07428040854224899, 41.279038, 19.854884,    143.3
10342, 117523.1,           13.48,  0.07455731593662426, 41.279159,  19.85487,    143.3
10343, 117536.3,           13.38,  0.07483629560336152, 41.279277, 19.854839,    143.3
10344, 117549.9,            13.4,  0.07575757575757158, 41.279394,  19.85479,    143.3
10345, 117563.4,           13.28,  0.07568590350047512, 41.279508, 19.854734,    143.3
10346, 117576.7,            13.4,  0.07611798287346018, 41.279622, 19.854684,    143.3
10347, 117589.8,           13.34,  0.07677543186180637, 41.279735, 19.854642,    143.3
10348, 117602.6,           13.26,   0.0775193798449525, 41.279845, 19.854597,    143.4
10349, 117615.4,            13.1,   0.0779727095516525, 41.279954, 19.854549,    143.4
10350, 117628.2,           12.96,  0.07820136852394695, 41.280061, 19.854502,    143.4
10351, 117640.5,           12.76,  0.07827788649706681, 41.280167, 19.854456,    143.5
10352, 117653.1,           12.66,  0.07850834151129006, 41.280276, 19.854407,    143.5
10353,   117666,           12.68,  0.07858546168958518, 41.280385, 19.854356,    143.5
10354,   117679,           12.72,  0.07866273352999242, 41.280492,   19.8543,    143.5
10355,   117692,           12.76,  0.07804878048780488,   41.2806, 19.854243,    143.5
10356, 117704.5,            12.8,  0.07797270955166355, 41.280705, 19.854187,    143.5
10357, 117717.2,           12.82,   0.0779727095516525, 41.280813, 19.854137,    143.6
10358, 117729.9,           12.78,  0.07789678675754846, 41.280924, 19.854089,    143.6
10359,   117743,            12.8,  0.07804878048780488, 41.281035, 19.854039,    143.6
10360, 117755.7,           12.74,  0.07789678675754846, 41.281144, 19.853987,    143.7
10361, 117768.6,           12.82,   0.0779727095516525, 41.281255, 19.853937,    143.7
10362, 117781.7,            12.9,  0.07858546168958518, 41.281364, 19.853884,    143.7
10363, 117794.5,           12.92,  0.07960199004975124, 41.281472, 19.853833,    143.7
10364, 117807.2,           12.84,                 0.08, 41.281581, 19.853787,    143.6
10365, 117819.8,           12.82,  0.08078994614002957, 41.281687,  19.85374,    143.6
10366, 117831.7,           12.62,  0.08241758241758462, 41.281791, 19.853698,    143.6
10367, 117843.5,           12.36,  0.08458646616540659, 41.281895, 19.853661,    143.6
10368, 117855.5,            12.2,  0.08645533141209892, 41.281999, 19.853623,    143.6
10369, 117867.1,           11.98,  0.08875739644969649, 41.282097, 19.853571,    143.7
10370, 117877.8,            11.6,  0.09433962264150944, 41.282179, 19.853498,    143.7
10371, 117888.1,           11.28,  0.09775171065493367, 41.282238,   19.8534,    143.8
10372, 117898.6,           11.02,  0.09892086330935511, 41.282282, 19.853286,    143.9
10373, 117908.6,           10.62,  0.10091743119266056, 41.282334, 19.853186,    143.9
10374, 117917.1,              10,  0.10299625468164514, 41.282401, 19.853123,      144
10375, 117925.8,             9.6,  0.10426540284360189,  41.28248, 19.853095,      144
10376,   117934,            9.18,  0.10466222645100774, 41.282555, 19.853124,      144
10377, 117942.9,            8.86,  0.10416666666667529, 41.282621,  19.85319,    144.1
10378, 117952.5,            8.78,  0.10348071495767831, 41.282671, 19.853284,    144.1
10379, 117962.3,            9.04,  0.10147601476015304, 41.282707, 19.853392,    144.2
10380, 117972.6,            9.36,  0.09699321047527495, 41.282738, 19.853508,    144.2
10381, 117982.9,            9.78,  0.09302325581395349, 41.282767, 19.853624,    144.2
10382, 117993.7,           10.16,  0.08968609865470852, 41.282796, 19.853748,    144.2
10383, 118004.9,           10.48,   0.0883218842002013, 41.282814, 19.853882,    144.2
10384,   118017,           10.94,  0.08555133079848146, 41.282815, 19.854027,    143.9
10385, 118028.9,           11.26,  0.08387698042871367, 41.282792,  19.85417,    143.6
10386, 118041.5,           11.72,  0.08294930875576037, 41.282745,  19.85431,    143.3
10387, 118054.4,           12.14,  0.08287292817679114,  41.28268, 19.854439,    143.1
10388, 118067.5,           12.52,  0.08333333333333333, 41.282608, 19.854559,      143
10389, 118079.9,           12.58,  0.08426966292134601, 41.282538, 19.854671,    143.1
10390, 118091.4,            12.5,  0.08530805687203792, 41.282467,  19.85477,    143.2
10391, 118102.3,           12.16,   0.0867052023121363, 41.282397, 19.854861,    143.4
10392, 118112.9,            11.7,   0.0884955752212288, 41.282331, 19.854954,    143.6
10393, 118123.8,           11.26,  0.09057971014493231, 41.282267, 19.855051,    143.8
10394, 118134.4,            10.9,  0.09182736455462992,   41.2822, 19.855144,    144.1
10395, 118145.3,           10.78,  0.09250693802034655, 41.282127, 19.855232,    144.4
10396, 118156.1,           10.76,    0.092506938020359, 41.282052, 19.855312,    144.5
10397, 118166.9,            10.8,  0.09216589861751152, 41.281974, 19.855391,    144.7
10398, 118177.9,           10.82,  0.09199632014719657, 41.281894, 19.855468,    144.9
10399, 118188.8,           10.88,  0.09149130832570662, 41.281814, 19.855544,    145.1
10400, 118199.5,           10.84,  0.09182736455464219, 41.281736, 19.855622,    145.2
10401, 118210.4,           10.86,  0.09233610341644574, 41.281662, 19.855711,    145.4
10402, 118221.4,            10.9,  0.09267840593141048, 41.281598, 19.855813,    145.5
10403, 118232.5,           10.92,  0.09337068160597065, 41.281548, 19.855929,    145.7
10404, 118243.7,           10.98,  0.09433962264150944, 41.281507, 19.856051,      146
10405, 118254.2,           10.94,  0.09541984732824162, 41.281481, 19.856173,    146.4
10406, 118264.4,            10.8,   0.0966183574879227, 41.281474, 19.856297,    146.7
10407, 118274.8,           10.68,  0.09842519685038806, 41.281483, 19.856421,    146.9
10408,   118285,            10.5,  0.09945750452079043, 41.281503, 19.856538,    147.4
10409, 118294.8,           10.22,  0.10138248847926268,  41.28153, 19.856648,      148
10410, 118304.3,           10.02,   0.1035781544256149, 41.281565, 19.856753,    148.5
10411, 118313.9,             9.9,  0.10536398467432069,  41.28161, 19.856848,      149
10412,   118323,            9.64,  0.10546500479386091, 41.281657, 19.856937,    149.3
10413,   118332,             9.4,  0.10556621880998375, 41.281712, 19.857017,    149.5
10414,   118341,            9.24,   0.1059730250481666,  41.28177, 19.857091,    149.7
10415, 118349.9,            9.12,  0.10566762728146899,  41.28183, 19.857164,    149.9
10416, 118358.6,            8.94,  0.10456273764258844,  41.28189, 19.857236,      150
10417, 118368.7,            9.14,  0.10338345864660806, 41.281959, 19.857314,    150.1
10418,   118379,             9.4,   0.1016635859519436, 41.282031, 19.857388,    150.3
10419, 118388.8,            9.56,  0.09832841691249053, 41.282098, 19.857462,    150.3
10420, 118398.9,             9.8,  0.09615384615384615, 41.282167, 19.857542,    150.4
10421, 118409.5,           10.18,  0.09319664492079296, 41.282238, 19.857626,    150.5
10422, 118420.3,           10.32,   0.0919117647058799, 41.282311, 19.857713,    150.5
10423, 118431.2,           10.44,  0.09049773755656108, 41.282389, 19.857797,    150.5
10424, 118442.7,           10.78,  0.08937437934459047, 41.282471, 19.857881,    150.6
10425, 118453.9,              11,  0.08771929824560906, 41.282549, 19.857969,    150.6
10426, 118465.9,           11.28,  0.08637236084453216, 41.282629, 19.858059,    150.7
10427, 118477.5,           11.44,  0.08530805687203792, 41.282708,  19.85815,    150.7
10428, 118489.5,           11.66,   0.0839552238805993, 41.282793, 19.858237,    150.7
10429, 118501.5,           11.76,  0.08372093023255814, 41.282877, 19.858326,    150.7
10430, 118513.7,           11.96,  0.08294930875576037, 41.282962, 19.858419,    150.7
10431, 118525.8,           11.98,  0.08364312267657541, 41.283046, 19.858514,    150.7
10432, 118538.4,           12.18,  0.08403361344537358,  41.28313, 19.858611,    150.7
10433, 118550.2,           12.14,  0.08474576271186672, 41.283208, 19.858709,    150.7
10434, 118562.4,           12.18,  0.08506616257088612, 41.283284,  19.85881,    150.7
10435, 118573.5,           11.96,  0.08498583569404398,  41.28337, 19.858887,      151
10436, 118584.6,           11.76,  0.08490566037735849, 41.283468,  19.85893,    151.2
10437, 118595.7,           11.46,  0.08530805687203792, 41.283571, 19.858936,    151.2
10438, 118607.3,           11.42,   0.0853889943073933, 41.283672, 19.858897,      151
10439, 118619.6,           11.44,  0.08547008547008311, 41.283772, 19.858838,    150.8
10440, 118631.8,           11.66,  0.08458646616541815, 41.283874, 19.858786,    150.8
10441, 118643.9,           11.86,  0.08302583025830704, 41.283975, 19.858732,    150.8
10442, 118655.6,           11.98,  0.08211678832116352, 41.284073, 19.858678,    150.8
10443, 118667.7,           12.08,  0.08241758241758462, 41.284177, 19.858633,    150.7
10444, 118679.9,           12.06,  0.08348794063080679, 41.284285, 19.858586,    149.9
10445,   118693,           12.24,   0.0839552238805993,   41.2844, 19.858549,    148.9
10446, 118705.3,           12.28,  0.08364312267657541, 41.284508, 19.858519,      148
10447, 118716.5,           12.18,   0.0832562442183231, 41.284601, 19.858467,    147.4
10448, 118727.4,           11.94,  0.08287292817679114, 41.284686, 19.858387,    146.8
10449,   118739,           11.82,  0.08234217749313597, 41.284748, 19.858272,    146.3
10450, 118751.5,            11.7,   0.0820419325433021, 41.284787, 19.858135,    146.1
10451, 118763.7,           11.68,  0.08137432188065742, 41.284814, 19.857994,      146
10452, 118776.3,           11.96,  0.07874015748031045, 41.284828, 19.857842,      146
10453, 118789.2,           12.36,  0.07850834151129006, 41.284843, 19.857687,    146.2
10454, 118802.7,           12.74,  0.07782101167314955, 41.284863, 19.857528,    146.5
10455, 118815.9,           12.88,  0.07744433688286326, 41.284887, 19.857375,      147
10456,   118829,           13.06,  0.07744433688286326,  41.28492, 19.857224,    147.6
10457, 118840.9,           12.92,  0.07812499999999334, 41.284958, 19.857086,    148.1
10458, 118854.3,           13.02,  0.07897334649555549, 41.285007, 19.856942,    148.7
10459,   118867,           12.86,  0.07978723404255113, 41.285069, 19.856814,    149.2
10460, 118879.6,           12.74,  0.08137432188064671, 41.285138, 19.856696,    149.7
10461, 118891.6,           12.52,  0.08325624421831189, 41.285213, 19.856589,    150.2
10462,   118904,           12.62,  0.08442776735459201, 41.285296, 19.856491,    150.7
10463, 118915.5,           12.24,  0.08729388942774745, 41.285384, 19.856415,    151.1
10464, 118926.5,            11.9,   0.0896414342629534, 41.285473, 19.856352,    151.4
10465, 118937.1,            11.5,  0.09242144177449417, 41.285563,  19.85631,    151.7
10466, 118947.5,           11.18,  0.09302325581395349, 41.285653, 19.856288,    151.9
10467, 118957.4,           10.68,  0.09425070688029644, 41.285743, 19.856268,    152.1
10468, 118967.4,           10.38,  0.09514747859181204, 41.285832, 19.856248,    152.2
10469, 118977.6,           10.22,   0.0956022944550616, 41.285926, 19.856237,    152.3
10470, 118987.8,           10.14,  0.09505703422053495, 41.286021, 19.856224,    152.4
10471, 118999.1,           10.32,  0.09425070688029644, 41.286119, 19.856212,    152.4
10472, 119010.1,           10.54,  0.09293680297397267, 41.286216,   19.8562,    152.4
10473, 119020.6,           10.64,  0.09182736455462992, 41.286312, 19.856202,    152.4
10474, 119031.1,            10.7,  0.09132420091324202, 41.286408, 19.856212,    152.4
10475, 119042.3,            10.9,  0.09025270758122507, 41.286507, 19.856231,    152.4
10476, 119053.6,            10.9,  0.09107468123862533, 41.286608,  19.85625,    152.5
10477,   119065,           10.98,  0.09057971014493231, 41.286709, 19.856268,    152.7
10478, 119076.3,           11.14,  0.09025270758123691, 41.286808, 19.856287,      153
10479, 119087.1,            11.2,  0.08973080757727861, 41.286905, 19.856309,    153.2
10480, 119098.6,           11.26,  0.09033423667570246, 41.287003, 19.856331,    153.5
10481, 119108.9,           11.06,  0.09107468123862533, 41.287099, 19.856351,    153.8
10482, 119120.5,            11.1,  0.09132420091324202, 41.287202, 19.856362,    154.2
10483, 119131.4,           11.02,   0.0919117647058799, 41.287299, 19.856368,    154.5
10484, 119141.9,           10.96,  0.09191176470589218, 41.287397, 19.856351,    154.8
10485,   119153,           10.88,  0.09345794392523366, 41.287493, 19.856316,    155.2
10486, 119163.4,            10.9,  0.09363295880149558, 41.287586, 19.856284,    155.6
10487, 119174.5,            10.8,  0.09606147934677656, 41.287681, 19.856245,    156.1
10488, 119185.1,           10.74,  0.09699321047526126, 41.287772, 19.856202,    156.6
10489, 119195.9,            10.8,  0.09832841691247646,  41.28786, 19.856159,    157.2
10490, 119205.6,           10.52,  0.09936766034325965,  41.28794, 19.856109,    157.7
10491, 119215.7,           10.46,  0.10073260073260341, 41.288019, 19.856057,    158.2
10492, 119224.6,           10.02,  0.10138248847926268, 41.288092, 19.856004,    158.7
10493, 119234.5,            9.88,  0.10289990645463609,  41.28817, 19.855952,    159.2
10494, 119243.6,            9.54,  0.10377358490566037, 41.288244, 19.855904,    159.6
10495, 119252.6,             9.4,  0.10546500479386091, 41.288319, 19.855855,    160.1
10496, 119262.2,             9.3,  0.10607521697203769, 41.288397,  19.85581,    160.6
10497, 119271.9,            9.46,  0.10669253152278738, 41.288479, 19.855774,      161
10498, 119281.4,            9.38,  0.10587102983638708, 41.288558, 19.855731,    161.4
10499, 119291.1,             9.5,  0.10679611650485438, 41.288637, 19.855684,    161.9
10500, 119300.2,            9.52,  0.10721247563353738, 41.288713, 19.855642,    162.3
10501, 119309.3,            9.42,  0.10710808179162913,  41.28879, 19.855599,    162.8
10502, 119318.8,            9.38,  0.10816125860373957, 41.288869, 19.855555,    163.2
10503, 119328.5,            9.42,  0.10945273631840796, 41.288947,  19.85551,    163.8
10504, 119337.5,            9.28,  0.10999999999999999, 41.289019, 19.855464,    164.3
10505, 119346.2,             9.2,   0.1111111111111111, 41.289092, 19.855421,    164.8
10506, 119355.3,             9.2,    0.110905730129393, 41.289166,  19.85538,    165.3
10507, 119363.9,            9.02,  0.11059907834101383, 41.289237, 19.855337,    165.7
10508, 119372.4,            8.78,  0.11142061281337348, 41.289309, 19.855295,    166.1
10509, 119381.4,            8.78,  0.11214953271028039, 41.289381, 19.855248,    166.6
10510, 119390.1,            8.78,  0.11214953271028039, 41.289454, 19.855206,      167
10511, 119399.1,            8.76,  0.11204481792716477, 41.289531, 19.855171,    167.4
10512, 119408.4,             8.9,     0.11204481792718, 41.289606, 19.855124,    167.8
10513, 119417.8,            9.08,  0.11204481792716477,  41.28968, 19.855077,    168.1
10514, 119426.5,            9.02,  0.11183597390493638, 41.289753, 19.855032,    168.5
10515, 119435.5,            9.08,  0.11194029850745053, 41.289826, 19.854989,    168.8
10516, 119444.5,            9.08,  0.11183597390495155, 41.289899, 19.854942,    169.1
10517, 119453.3,            8.98,     0.11204481792718, 41.289971, 19.854899,    169.4
10518, 119462.4,            8.92,  0.11214953271028039, 41.290042, 19.854852,    169.8
10519,   119471,             8.9,  0.11194029850746573, 41.290116, 19.854813,    170.1
10520, 119479.7,            8.84,  0.11173184357542505,  41.29019, 19.854774,    170.4
10521, 119488.6,            8.82,  0.11131725417439403, 41.290263, 19.854733,    170.8
10522, 119497.4,            8.82,   0.1111111111111111, 41.290335, 19.854688,    171.1
10523, 119506.2,            8.76,   0.1111111111111111, 41.290408,  19.85464,    171.6
10524, 119515.4,            8.88,  0.11173184357540991, 41.290484, 19.854593,      172
10525,   119525,            9.06,  0.11173184357542505,  41.29056, 19.854547,    172.5
10526, 119533.9,            9.06,  0.11204481792716477, 41.290633, 19.854497,      173
10527, 119543.3,            9.18,  0.11235955056180999, 41.290707, 19.854446,    173.5
10528, 119552.5,            9.26,   0.1123595505617947, 41.290781, 19.854403,      174
10529, 119561.3,            9.18,  0.11299435028248897, 41.290851, 19.854355,    174.5
10530, 119569.8,            8.96,  0.11363636363635736, 41.290921, 19.854311,      175
10531, 119578.4,             8.9,  0.11516314779270956, 41.290991, 19.854269,    175.5
10532, 119586.8,             8.7,  0.11605415860734031, 41.291061, 19.854227,      176
10533, 119595.4,            8.58,   0.1174168297456002, 41.291131, 19.854181,    176.4
10534, 119604.2,            8.58,  0.11881188118811882, 41.291199, 19.854133,    176.9
10535, 119612.4,            8.52,  0.12003693444136335, 41.291266, 19.854086,    177.4
10536,   119621,            8.52,   0.1207056638811546, 41.291334, 19.854042,    177.9
10537, 119629.2,            8.48,  0.12093023255813952,   41.2914, 19.853999,    178.3
10538, 119637.3,            8.38,  0.12104283054002739, 41.291466, 19.853956,    178.8
10539, 119645.5,            8.26,  0.12126865671642122,  41.29153, 19.853911,    179.2
10540, 119653.5,            8.22,   0.1211556383970144, 41.291595,  19.85387,    179.7
10541, 119660.8,            7.96,  0.12081784386616445, 41.291657, 19.853833,    180.1
10542,   119669,            7.96,  0.12003693444136335, 41.291722, 19.853788,    180.5
10543, 119677.3,               8,  0.11892963330028702, 41.291786, 19.853736,    180.9
10544, 119685.8,            8.06,  0.11718750000000666, 41.291851, 19.853686,    181.2
10545,   119694,             8.1,  0.11538461538461539,  41.29192, 19.853645,    181.5
10546, 119702.7,            8.38,  0.11288805268108816, 41.291993, 19.853605,    181.8
10547, 119711.8,            8.56,  0.10989010989011282, 41.292066, 19.853561,      182
10548, 119720.7,            8.68,  0.10891089108910891, 41.292138, 19.853511,    182.1
10549, 119730.1,            8.86,   0.1073170731707317, 41.292216, 19.853464,    182.2
10550, 119739.7,            9.14,  0.10526315789473684, 41.292295, 19.853416,    182.3
10551, 119749.5,            9.36,  0.10328638497652583, 41.292375, 19.853368,    182.3
10552, 119759.8,             9.6,   0.1016635859519436, 41.292457, 19.853315,    182.3
10553,   119770,            9.86,  0.09871668311944436,  41.29254, 19.853267,    182.3
10554, 119779.8,            9.94,  0.09652509652510466, 41.292621, 19.853218,    182.2
10555, 119790.3,           10.12,  0.09496676163342568, 41.292709, 19.853177,    182.2
10556, 119800.5,            10.2,  0.09328358208955477, 41.292797, 19.853139,    182.2
10557, 119810.9,           10.22,  0.09208103130755804, 41.292888,   19.8531,    182.2
10558,   119822,            10.4,  0.09049773755656108, 41.292986, 19.853066,    182.2
10559, 119833.7,           10.78,  0.08937437934459047, 41.293085, 19.853028,    182.2
10560,   119845,           10.94,  0.08797653958944031, 41.293183,  19.85299,    182.2
10561, 119856.7,           11.24,  0.08653846153846154, 41.293284, 19.852951,    182.2
10562, 119868.4,            11.5,   0.0853889943073933, 41.293386, 19.852911,    182.2
10563, 119880.5,            11.7,  0.08490566037735849, 41.293491, 19.852874,    182.2
10564, 119892.6,           11.78,  0.08490566037735849, 41.293596, 19.852838,    182.2
10565, 119904.5,            11.9,  0.08450704225352113,   41.2937, 19.852803,    182.2
10566, 119916.3,           11.92,  0.08434864104967428, 41.293802,  19.85277,    182.3
10567,   119928,           11.92,  0.08450704225352113, 41.293905, 19.852743,    182.3
10568, 119939.7,           11.84,  0.08426966292134601, 41.294009, 19.852709,    182.4
10569, 119951.5,           11.78,  0.08442776735460353,  41.29411, 19.852669,    182.4
10570, 119963.4,           11.78,  0.08474576271186672, 41.294212, 19.852627,    182.4
10571, 119974.9,           11.72,  0.08458646616541815, 41.294314, 19.852589,    182.5
10572, 119987.3,           11.86,  0.08426966292134601,  41.29442,  19.85255,    182.5
10573, 119999.2,            11.9,  0.08426966292134601, 41.294523, 19.852514,    182.6
10574, 120010.7,           11.84,  0.08387698042870229, 41.294624, 19.852475,    182.6
10575, 120022.7,           11.86,  0.08411214953271028, 41.294727, 19.852435,    182.7
10576, 120034.8,           11.98,  0.08364312267657541, 41.294832, 19.852398,    182.8
10577, 120046.5,           11.84,  0.08434864104967428, 41.294934, 19.852357,    182.8
10578, 120058.8,           11.92,  0.08426966292134601, 41.295038, 19.852317,    182.8
10579, 120070.4,           11.94,  0.08348794063079552, 41.295139, 19.852279,    182.9
10580, 120082.5,           11.96,  0.08310249307479001, 41.295243, 19.852243,    182.9
10581,   120094,           11.84,  0.08279668813247693, 41.295345, 19.852205,    182.9
10582,   120106,            11.9,  0.08211678832116352,  41.29545, 19.852169,      183
10583, 120118.5,           11.94,  0.08189262966333465, 41.295559, 19.852128,    183.1
10584,   120131,           12.12,  0.08115419296663022, 41.295668, 19.852091,    183.2
10585, 120143.5,            12.2,  0.08078994614004012, 41.295776, 19.852049,    183.2
10586, 120156.1,           12.42,  0.08042895442359667, 41.295885, 19.852007,    183.3
10587, 120168.7,           12.54,  0.08042895442359667, 41.295992, 19.851959,    183.4
10588, 120181.3,           12.56,  0.08078994614004012,   41.2961, 19.851909,    183.5
10589, 120193.9,           12.58,  0.08108108108108107, 41.296207, 19.851871,    183.7
10590, 120205.9,           12.48,  0.08137432188064671, 41.296313,  19.85183,    183.9
10591, 120217.9,           12.36,   0.0822669104204797, 41.296417, 19.851789,    184.2
10592, 120229.9,           12.24,  0.08256880733944955, 41.296519,  19.85175,    184.5
10593,   120242,           12.14,  0.08341056533828067, 41.296625, 19.851715,    184.7
10594, 120254.1,           12.04,  0.08403361344537358,  41.29673, 19.851681,    184.9
10595, 120265.5,           11.92,  0.08458646616540659, 41.296831, 19.851645,    185.2
10596, 120277.7,           11.96,  0.08506616257088612, 41.296936, 19.851611,    185.6
10597, 120289.2,           11.86,  0.08522727272726803, 41.297036, 19.851574,    186.1
10598,   120301,            11.8,  0.08579599618684938, 41.297137, 19.851538,    186.5
10599, 120312.3,           11.64,  0.08620689655172895, 41.297237, 19.851502,    186.9
10600, 120323.7,           11.64,  0.08620689655172895, 41.297337,  19.85147,    187.1
10601, 120335.5,           11.56,  0.08712487899322116, 41.297438,  19.85143,    187.4
10602, 120346.9,           11.54,  0.08754863813229324, 41.297537, 19.851392,    187.8
10603, 120358.5,            11.5,  0.08720930232558385, 41.297636, 19.851356,    188.1
10604, 120369.9,           11.52,  0.08729388942774745, 41.297736, 19.851321,    188.4
10605,   120381,           11.46,  0.08780487804878048, 41.297833, 19.851287,    188.8
10606,   120392,            11.3,  0.08754863813229324, 41.297933, 19.851254,    189.1
10607, 120404.2,           11.46,  0.08754863813229324, 41.298037, 19.851222,    189.5
10608, 120415.4,           11.38,   0.0883218842002013, 41.298135, 19.851186,    189.8
10609, 120426.2,           11.26,  0.08875739644969649, 41.298233, 19.851153,    190.2
10610, 120438.3,           11.46,  0.08937437934459047, 41.298335, 19.851116,    190.5
10611, 120449.7,           11.54,  0.08946322067593916, 41.298431,  19.85108,    190.8
