 time, distance, cadence, velocity_smooth, altitude, grade_smooth
15971, 186714.5,      94,            13.4,    272.6,            0
15972, 186727.7,      96,           13.32,    272.8,          0.4
15973, 186741.1,      96,           13.28,    272.8,          0.4
15974, 186754.5,      97,           13.26,    272.8,         -0.4
15975, 186767.7,      97,           13.24,    272.8,            0
15976, 186781.1,      97,           13.32,    272.6,          0.8
15977, 186794.3,      99,           13.32,    272.8,          1.5
15978, 186807.2,     107,           13.22,    273.2,          2.8
15979, 186819.8,     104,           13.06,    273.6,          3.7
15980, 186831.7,      99,            12.8,      274,          4.2
15981, 186843.2,      96,           12.42,    274.6,          3.9
15982, 186854.5,      95,           12.04,    275.2,          3.6
15983, 186865.5,      97,           11.66,    275.4,          2.2
15984, 186876.6,      98,           11.36,    275.6,          0.9
15985, 186887.8,      99,           11.22,    275.6,            0
15986, 186898.9,     100,           11.14,    275.6,         -0.5
15987, 186909.7,      99,           11.04,    275.4,         -0.9
15988, 186920.5,      99,              11,    275.4,         -1.8
15989, 186931.4,      85,           10.96,    275.2,         -1.9
15990, 186942.2,      54,           10.88,    274.8,         -1.4
15991, 186952.9,      36,            10.8,    274.6,          0.5
15992, 186963.6,      46,           10.78,    274.8,          2.3
15993, 186974.3,      84,           10.76,    275.4,          3.8
15994, 186984.8,      48,           10.68,    275.8,          4.2
15995, 186995.3,      92,           10.62,    276.2,          3.8
15996,   187006,      93,           10.62,    276.6,          4.2
15997, 187016.7,      92,           10.62,      277,          4.2
15998, 187027.5,      90,           10.64,    277.6,          4.2
15999, 187038.1,      89,           10.66,      278,          3.8
16000, 187048.4,      86,           10.62,    278.4,          3.4
16001, 187058.3,      86,           10.46,    278.6,          3.5
16002, 187068.1,      91,           10.28,      279,          4.2
16003, 187077.9,      90,           10.08,    279.4,          4.8
16004, 187086.9,      89,            9.76,      280,          4.9
16005, 187095.8,      89,            9.48,    280.4,          5.1
16006, 187104.5,      88,            9.24,    280.8,            4
16007, 187113.2,      90,            9.02,    281.2,          3.5
16008, 187121.9,      85,             8.8,    281.4,          2.9
16009, 187130.4,      77,             8.7,    281.6,          1.7
16010, 187138.8,      86,             8.6,    281.8,          2.3
16011, 187147.5,      87,             8.6,    281.8,          2.9
16012, 187156.1,      90,            8.58,    282.2,          2.8
16013, 187165.2,      94,            8.66,    282.6,          3.3
16014, 187174.1,      98,            8.74,    282.8,          2.5
16015, 187184.3,     100,             9.1,      283,          0.9
16016, 187196.9,     105,            9.88,    283.2,          0.9
16017, 187208.8,     107,           10.54,      283,          0.4
16018, 187221.1,     110,           11.18,    283.2,            0
16019,   187233,      96,           11.78,    283.2,            0
16020,   187245,      90,           12.14,    283.2,         -0.4
16021, 187257.1,      87,           12.04,      283,         -0.8
16022, 187269.2,      84,           12.08,      283,         -1.2
16023, 187281.3,      87,           12.04,    282.8,         -0.8
16024, 187293.4,      59,           12.08,    282.6,         -1.6
16025, 187305.7,      93,           12.14,    282.6,           -2
16026, 187318.6,      58,            12.3,    282.2,         -2.3
16027, 187331.9,      82,           12.54,    281.8,         -3.4
16028, 187345.6,     104,           12.86,    281.4,           -4
16029, 187359.3,      95,           13.18,    280.8,         -4.6
16030, 187373.5,      90,           13.56,      280,         -5.1
16031, 187388.7,      93,           14.02,    279.2,         -5.3
16032,   187404,      97,           14.42,    278.4,         -5.4
16033, 187419.7,      75,           14.82,    277.6,         -6.5
16034,   187436,      36,           15.34,    276.6,         -6.9
16035, 187453.1,       0,           15.92,      275,         -7.5
16036, 187470.6,       0,           16.38,    273.8,           -8
16037, 187488.9,       0,           16.98,    272.4,         -8.1
16038, 187508.2,       0,            17.7,    270.8,         -8.9
16039, 187527.3,       0,           18.26,      269,         -9.2
16040,   187547,       0,           18.78,      267,         -9.6
16041, 187566.9,       0,           19.26,    265.2,         -9.5
16042, 187587.1,       0,           19.64,    263.2,         -9.3
16043, 187607.2,       0,            19.8,    261.4,         -9.8
16044, 187626.8,       0,            19.9,    259.6,         -9.9
16045, 187646.2,       0,           19.84,    257.4,        -10.2
16046, 187666.2,       3,           19.86,    255.4,        -10.6
16047, 187687.2,       8,           20.02,    253.2,        -10.4
16048, 187709.8,      13,           20.52,    250.8,        -10.7
16049,   187733,      18,           21.24,    248.4,        -10.3
16050, 187755.8,      24,           21.92,    245.8,         -9.6
16051, 187778.7,      29,            22.5,    243.8,           -9
16052, 187801.6,      34,           22.88,      242,         -7.9
16053, 187824.4,      39,           22.92,    240.2,         -7.5
16054, 187847.3,      44,           22.86,    238.6,         -6.9
16055, 187869.8,      50,            22.8,      237,         -6.4
16056, 187891.4,      34,           22.54,    235.8,         -5.9
16057, 187912.1,      18,            22.1,    234.6,         -5.4
16058, 187931.8,       1,           21.48,    233.6,         -5.2
16059, 187950.6,       0,           20.66,    232.6,           -5
16060, 187968.3,       0,            19.7,    231.8,         -4.7
16061, 187984.6,       0,           18.64,      231,         -4.4
16062, 187999.6,       0,            17.5,    230.4,           -4
16063, 188014.1,       0,           16.46,    229.8,         -4.1
16064, 188028.3,      98,           15.54,    229.4,         -4.1
16065, 188042.6,     101,           14.86,    228.6,         -3.6
16066,   188058,     107,           14.68,      228,         -3.2
16067, 188074.6,     110,              15,    227.6,         -2.2
16068, 188090.8,     112,           15.34,    227.4,         -1.8
16069, 188107.2,     112,           15.78,    227.2,         -1.5
16070, 188123.9,     114,           16.26,    226.8,         -1.8
16071,   188141,     110,            16.6,    226.6,         -2.1
16072, 188158.1,     106,            16.7,    226.2,           -2
16073, 188175.4,     106,           16.92,    225.8,         -2.3
16074, 188192.7,     107,            17.1,    225.4,         -2.6
16075, 188210.1,     108,           17.24,      225,         -2.6
16076, 188227.5,     108,            17.3,    224.4,         -2.3
16077,   188245,     108,           17.38,      224,         -2.6
16078, 188262.2,     107,           17.36,    223.8,         -1.7
16079, 188279.4,     107,           17.34,    223.2,         -1.5
16080, 188296.5,      86,           17.28,    223.2,         -1.5
16081, 188313.6,      40,           17.22,      223,         -0.9
16082, 188330.8,       0,           17.16,    222.8,         -0.9
16083, 188347.5,       0,           17.06,    222.6,         -0.6
16084, 188363.7,       0,           16.86,    222.6,         -0.3
16085, 188379.5,       0,            16.6,    222.6,            0
16086,   188395,       0,           16.28,    222.6,         -0.3
16087, 188410.3,      95,            15.9,    222.6,         -0.3
16088, 188425.3,      95,           15.56,    222.4,         -0.7
16089, 188440.7,      96,            15.4,    222.4,         -0.6
16090, 188456.2,      97,           15.34,    222.2,         -0.6
16091, 188472.2,      98,           15.44,    222.2,         -1.3
16092, 188488.3,      98,            15.6,      222,         -1.3
16093, 188504.3,     100,            15.8,    221.6,         -1.9
16094, 188520.1,     101,           15.88,    221.4,         -1.9
16095, 188535.8,     102,           15.92,      221,         -1.6
16096, 188551.8,      64,           15.92,    220.8,         -1.2
16097,   188568,      23,           15.94,    220.6,         -0.6
16098, 188584.2,       0,           15.98,    220.6,            0
16099, 188599.5,      95,           15.88,    220.6,          0.7
16100, 188614.6,      93,           15.76,    220.8,          0.7
16101, 188629.5,      91,           15.54,      221,            1
16102,   188644,      89,            15.2,      221,            1
16103, 188658.2,      88,            14.8,    221.2,          1.4
16104, 188672.1,      85,           14.52,    221.4,          1.8
16105, 188685.7,      82,           14.22,    221.8,          2.6
16106, 188699.1,     122,           13.92,      222,          3.4
16107, 188712.2,     124,           13.64,    222.6,          3.9
16108,   188725,     118,           13.36,    223.2,          5.3
16109,   188737,     112,           12.98,    223.8,          5.5
16110, 188748.6,     108,           12.58,    224.6,          6.2
16111, 188759.5,     104,           12.08,    225.2,          6.5
16112, 188769.9,     101,           11.54,      226,          6.8
16113, 188780.3,     101,           11.06,    226.6,          7.6
16114, 188789.9,     102,           10.58,    227.4,          7.3
16115,   188799,     102,           10.08,    228.2,          8.1
16116, 188808.3,     102,            9.76,    228.8,          8.2
16117, 188817.3,     100,            9.48,    229.6,          7.8
16118, 188826.3,      97,             9.2,    230.4,            8
16119, 188834.9,      96,               9,      231,          7.7
16120, 188843.2,      92,            8.84,    231.6,          6.7
16121, 188851.2,      90,            8.58,    232.2,          6.9
16122, 188859.3,      87,             8.4,    232.6,          7.1
16123,   188867,      87,            8.14,    233.2,          6.6
16124, 188874.3,      87,            7.88,    233.8,          7.3
16125, 188881.7,      87,             7.7,    234.2,          7.3
16126, 188889.3,      87,            7.62,    234.8,          7.1
16127, 188897.1,      89,            7.56,    235.4,            7
16128, 188905.1,      86,            7.62,      236,          7.1
16129,   188913,      84,            7.74,    236.4,          6.5
16130, 188920.5,      94,            7.76,      237,          6.6
16131, 188927.8,      95,             7.7,    237.4,          7.5
16132, 188935.3,      93,            7.64,      238,          7.5
16133, 188942.4,      91,            7.46,    238.6,          8.2
16134, 188949.7,      99,            7.34,    239.2,          8.3
16135,   188957,      98,             7.3,    239.8,          8.5
16136, 188964.1,      95,            7.26,    240.4,          8.7
16137, 188970.8,      93,             7.1,      241,            9
16138, 188977.3,      91,            6.98,    241.6,          9.3
16139, 188983.8,      98,            6.82,    242.2,         10.4
16140, 188989.8,      99,            6.56,    242.8,         10.6
16141, 188995.7,      97,            6.32,    243.6,         10.8
16142, 189001.8,      98,             6.2,    244.2,         10.8
16143, 189007.8,      96,             6.1,    244.8,           10
16144, 189013.9,      91,            6.02,    245.4,         10.2
16145, 189019.8,      97,               6,      246,         10.5
16146, 189025.3,     114,            5.92,    246.6,          9.8
16147, 189030.7,     105,            5.78,    247.2,          9.8
16148, 189036.4,     105,            5.72,    247.6,          9.7
16149, 189042.2,     104,            5.66,    248.2,          9.7
16150, 189047.9,     103,            5.62,    248.8,         10.6
16151, 189053.4,     102,            5.62,    249.4,         10.7
16152,   189059,     100,            5.66,      250,         10.9
16153, 189064.6,      99,            5.64,    250.6,         10.9
16154,   189070,     101,            5.56,    251.2,         10.8
16155, 189075.5,     102,            5.52,    251.8,           10
16156, 189081.3,     101,            5.58,    252.4,         10.1
16157, 189086.6,     100,            5.52,    252.8,         10.1
16158, 189091.8,      99,            5.44,    253.4,         10.1
16159, 189097.3,     100,            5.46,      254,           11
16160,   189103,      99,             5.5,    254.6,         10.8
16161, 189108.5,      97,            5.44,    255.2,         10.9
16162,   189114,      96,            5.48,    255.8,           11
16163, 189119.3,      97,             5.5,    256.4,         10.1
16164, 189124.9,      97,            5.52,      257,         10.1
16165, 189130.3,      96,            5.46,    257.4,         10.2
16166, 189135.7,      96,            5.44,      258,         10.4
16167, 189140.8,      96,            5.36,    258.6,         11.4
16168,   189146,      96,            5.34,    259.2,         11.6
16169, 189151.3,      97,            5.28,    259.8,         11.5
16170, 189156.4,      98,            5.22,    260.4,         11.5
16171, 189161.7,      98,             5.2,      261,         11.6
16172, 189166.9,     100,            5.22,    261.6,         11.7
16173,   189172,     101,             5.2,    262.2,         11.8
16174,   189177,     101,            5.14,    262.8,           10
16175,   189182,     102,            5.12,    263.4,          9.2
16176, 189186.9,     100,            5.04,    263.6,          9.2
16177, 189191.5,      97,            4.92,      264,            9
16178, 189196.6,      96,            4.92,    264.6,          9.6
16179,   189202,      99,               5,    265.2,            8
16180, 189207.8,      93,            5.16,    265.6,          5.8
16181, 189213.9,      96,             5.4,    265.8,          3.8
16182, 189220.8,     103,            5.86,      266,          1.4
16183, 189228.5,     107,            6.38,    266.2,          0.6
16184, 189236.6,      94,            6.92,      266,         -0.6
16185, 189245.2,      76,            7.48,      266,         -1.7
16186, 189254.1,      80,            8.04,    265.8,         -1.6
16187, 189263.3,      84,             8.5,    265.6,         -2.1
16188, 189273.2,      87,            8.94,    265.4,           -2
16189, 189283.3,      90,            9.34,    265.2,           -2
16190, 189293.6,      92,            9.68,      265,         -1.9
16191, 189304.3,      94,           10.04,    264.8,         -1.8
16192, 189315.5,      97,           10.44,    264.6,         -2.2
16193, 189326.8,     101,           10.72,    264.4,         -1.7
16194, 189338.3,      97,              11,      264,         -1.7
16195, 189350.1,      86,            11.3,      264,         -2.1
16196, 189362.1,      87,           11.56,    263.8,         -1.6
16197, 189374.5,      89,            11.8,    263.4,           -2
16198, 189387.3,      90,            12.1,    263.2,         -2.4
16199, 189399.9,      91,           12.32,      263,           -2
16200, 189412.7,      92,           12.52,    262.6,         -2.3
16201, 189425.5,      94,           12.68,    262.4,         -2.3
16202, 189438.4,      94,           12.78,      262,         -1.9
16203, 189451.4,      95,           12.82,    261.8,         -2.3
16204, 189464.5,      96,           12.92,    261.6,         -2.3
16205, 189477.6,      97,           12.98,    261.2,         -1.9
16206,   189491,      99,            13.1,    260.8,         -2.2
16207, 189504.8,     100,           13.28,    260.8,         -1.4
16208,   189519,     101,           13.52,    260.4,         -1.4
16209,   189533,     102,            13.7,    260.4,         -1.8
16210, 189546.9,     101,           13.86,      260,         -1.4
16211, 189560.9,      87,           13.98,    259.8,         -1.8
16212, 189575.1,      91,           14.06,    259.6,         -1.8
16213, 189589.2,      88,           14.04,    259.4,         -1.8
16214, 189603.5,      98,            14.1,      259,         -2.1
16215, 189617.9,      98,            14.2,    258.8,         -2.4
16216, 189632.4,     100,            14.3,    258.4,         -2.4
16217, 189646.9,     101,           14.36,      258,         -2.7
16218, 189661.9,     102,           14.54,    257.6,         -2.6
16219, 189677.1,      75,           14.72,    257.2,         -2.6
16220,   189693,      51,           15.02,    256.8,         -2.6
16221, 189708.2,     102,           15.16,    256.4,         -2.6
16222, 189723.6,     103,           15.34,      256,         -2.6
16223,   189739,     104,           15.42,    255.6,         -2.6
16224, 189754.5,     105,           15.48,    255.2,         -2.6
16225, 189770.3,     106,           15.46,    254.8,         -2.5
16226, 189786.1,      89,           15.58,    254.4,         -2.8
16227, 189802.2,      41,           15.72,      254,         -2.8
16228, 189818.1,     108,           15.82,    253.4,         -3.1
16229, 189834.4,      50,           15.98,      253,         -3.4
16230, 189850.5,     107,           16.04,    252.4,         -3.4
16231, 189866.8,     111,           16.14,    251.8,         -3.4
16232, 189883.4,      43,           16.24,    251.2,           -3
16233, 189899.9,     112,           16.36,    250.8,         -2.7
16234, 189916.6,      94,           16.44,    250.4,         -2.7
16235, 189933.5,      55,            16.6,      250,         -2.7
16236, 189950.3,      15,            16.7,    249.4,         -2.7
16237,   189967,       0,           16.72,      249,         -2.7
16238, 189983.5,     111,           16.72,    248.6,         -2.4
16239, 189999.9,     102,           16.66,    248.2,         -2.1
16240, 190016.2,     102,           16.54,    247.8,         -2.1
16241, 190032.5,     102,           16.44,    247.6,         -1.8
16242, 190048.9,     103,           16.38,    247.2,         -1.8
16243, 190065.6,      97,           16.42,      247,         -1.8
16244, 190082.3,      59,           16.48,    246.6,         -2.1
16245, 190098.7,      21,            16.5,    246.4,         -2.4
16246, 190115.2,       0,           16.54,    245.8,         -2.7
16247, 190131.6,     104,           16.54,    245.4,         -3.6
16248, 190148.1,     106,            16.5,    244.8,         -3.8
16249, 190165.3,     108,            16.6,      244,         -4.4
16250, 190182.8,      93,           16.82,    243.2,         -4.3
16251, 190200.4,      54,           17.04,    242.4,         -4.5
16252, 190218.1,      15,            17.3,    241.8,         -4.7
16253, 190236.3,       0,           17.64,    240.8,         -5.2
16254, 190254.6,       0,           17.86,    239.8,         -5.7
16255,   190273,       0,           18.04,    238.6,         -5.9
16256, 190291.7,       0,           18.26,    237.6,         -6.2
16257, 190310.3,     111,           18.44,    236.4,         -5.9
16258, 190328.8,     107,            18.5,    235.2,         -5.6
16259, 190347.6,      76,            18.6,    234.2,         -5.1
16260, 190366.4,      26,           18.68,    233.4,         -4.5
16261, 190385.3,       0,           18.72,    232.6,         -4.3
16262,   190404,       0,           18.74,    231.8,         -4.3
16263, 190422.8,       0,            18.8,      231,           -4
16264, 190441.6,       0,            18.8,    230.2,           -4
16265, 190460.3,       0,           18.78,    229.6,         -3.5
16266, 190478.8,       0,            18.7,    228.8,         -2.7
16267, 190497.3,     100,           18.66,    228.4,         -2.2
16268, 190514.8,     100,            18.4,    228.2,         -1.4
16269, 190532.2,      98,           18.12,      228,         -0.9
16270, 190549.3,      96,            17.8,    227.8,         -0.6
16271, 190566.2,      92,           17.48,    227.8,            0
16272, 190582.8,      72,            17.1,    227.8,          0.6
16273, 190599.1,      50,           16.86,      228,          0.9
16274, 190614.9,      29,           16.54,    228.2,          0.9
16275, 190630.7,       8,           16.28,    228.4,          0.6
16276, 190646.4,       0,           16.04,    228.4,          0.7
16277,   190661,       0,           15.64,    228.4,          0.3
16278, 190674.9,       0,           15.16,    228.6,          0.4
16279,   190688,       0,           14.62,    228.6,          0.4
16280,   190700,       0,           13.86,    228.6,            0
16281, 190711.3,       0,           12.98,    228.6,         -0.9
16282, 190722.2,      87,           12.24,    228.6,         -1.8
16283, 190733.4,      90,            11.7,    228.2,         -3.2
16284, 190744.3,      93,           11.26,    227.8,           -5
16285, 190754.9,      77,           10.98,    227.2,         -5.3
16286, 190766.4,      39,           11.02,    226.4,           -6
16287, 190778.5,       1,           11.26,    225.8,           -6
16288, 190790.8,       0,           11.48,      225,         -5.3
16289, 190804.6,       0,           12.06,    224.2,         -4.9
16290, 190819.2,       0,           12.86,    223.6,         -4.1
16291, 190836.1,       0,           13.94,      223,           -4
16292, 190854.7,      92,           15.24,    222.4,         -3.7
16293, 190869.3,      94,            15.7,    221.6,         -3.8
16294, 190884.6,      95,              16,    221.2,         -3.7
16295, 190899.6,      98,           16.08,    220.6,         -2.7
16296, 190914.2,      65,           15.62,    220.2,         -3.1
16297, 190928.2,      49,            14.7,      220,         -3.1
16298, 190942.7,     101,           14.68,    219.4,         -3.4
16299, 190957.8,     107,           14.64,    218.8,         -4.3
16300,   190973,      96,           14.68,    218.2,         -4.8
16301,   190989,      62,           14.96,    217.4,         -4.7
16302,   191005,      22,           15.36,    216.4,         -5.5
16303, 191021.4,       0,           15.74,    215.8,           -6
16304, 191038.2,      97,           16.08,    214.6,         -6.2
16305, 191055.4,      83,           16.48,    213.4,         -6.9
16306, 191073.1,      79,           16.82,    212.2,         -6.7
16307, 191091.1,     103,           17.22,      211,         -6.8
16308, 191109.9,     105,            17.7,    209.8,         -7.2
16309, 191128.8,     108,           18.12,    208.4,         -7.6
16310, 191148.1,     112,           18.54,    206.8,         -8.1
16311, 191167.9,     112,           18.96,    205.2,         -8.2
16312, 191188.5,      79,           19.48,    203.4,         -7.3
16313, 191209.1,      37,           19.84,    201.8,         -6.7
16314,   191230,       0,           20.24,    200.8,         -6.9
16315, 191251.2,       0,           20.62,    199.6,         -7.3
16316, 191272.7,       0,           20.96,    197.6,         -8.1
16317, 191294.3,       0,           21.16,    195.6,         -8.8
16318, 191316.1,       0,            21.4,    193.8,         -8.3
16319, 191337.9,       0,           21.58,      192,           -8
16320, 191359.8,       0,           21.72,    190.4,         -7.8
16321, 191381.7,       0,            21.8,    188.6,         -7.7
16322, 191403.7,       0,           21.88,      187,         -7.7
16323, 191425.9,       0,           21.96,    185.2,         -7.9
16324, 191448.2,       0,           22.06,    183.6,         -8.2
16325, 191470.2,       0,           22.08,    181.6,           -8
16326,   191492,       0,           22.06,    179.8,         -8.2
16327, 191513.8,       0,           22.02,    178.2,         -7.9
16328, 191535.9,       0,              22,    176.4,         -7.9
16329, 191558.5,       0,           22.06,    174.6,         -8.1
16330, 191580.9,       0,           22.14,    172.8,         -7.7
16331, 191602.8,       0,           22.16,      171,         -7.6
16332, 191624.6,       0,           22.16,    169.6,         -7.6
16333, 191645.3,       0,           21.88,      168,         -7.5
16334, 191664.6,       0,           21.22,    166.4,         -8.1
16335, 191682.9,       0,            20.4,      165,         -7.8
16336, 191700.9,       0,           19.62,    163.4,         -7.7
16337, 191719.3,       0,           18.94,    162.2,         -7.5
16338, 191737.3,       0,            18.4,    160.8,         -6.2
16339,   191755,       0,           18.08,    159.6,         -5.9
16340, 191772.4,       0,            17.9,      159,         -5.4
16341,   191790,       0,           17.82,      158,         -5.1
16342, 191807.4,       0,           17.62,      157,         -5.3
16343, 191825.6,       0,           17.66,      156,         -5.7
16344, 191844.4,       0,           17.88,    155.2,         -6.5
16345, 191859.7,      99,           17.46,      154,         -6.8
16346, 191875.1,      99,           17.02,    152.6,         -8.1
16347, 191893.3,     101,           17.18,    151.4,         -7.5
16348, 191908.8,     104,           16.64,      150,         -6.7
16349, 191926.7,     106,           16.46,      149,         -5.9
16350, 191946.3,      90,           17.32,    147.8,         -4.6
16351, 191967.7,      54,           18.52,      147,         -4.4
16352, 191986.7,      70,           18.68,    146.4,         -3.4
16353, 192004.6,     101,           19.16,    145.6,         -2.5
16354, 192022.6,      99,           19.18,    145.2,           -2
16355, 192040.1,      96,           18.76,    145.2,         -0.9
16356, 192056.2,      96,            17.7,      145,            0
16357, 192071.9,      78,           17.04,      145,          0.6
16358, 192090.3,      76,           17.14,    145.2,          1.6
16359,   192105,      96,           16.48,    145.6,          1.9
16360, 192119.3,      93,           15.84,      146,          1.9
16361, 192136.5,      92,           16.06,    146.2,            1
16362,   192152,      94,           16.02,    146.4,         -0.3
16363, 192167.7,      98,           15.48,    146.2,         -1.6
16364, 192183.2,      99,           15.64,    145.8,         -3.4
16365, 192197.4,     102,           15.62,    145.2,           -4
16366, 192210.9,      92,           14.88,    144.4,         -3.9
16367, 192227.4,      64,           15.08,    143.8,         -3.3
16368, 192245.5,      36,           15.56,    143.4,         -2.3
16369, 192264.8,      93,           16.32,      143,         -1.7
16370, 192281.1,      97,           16.74,    142.8,         -1.5
16371,   192297,      96,           17.22,    142.6,         -1.3
16372, 192311.7,      94,           16.86,    142.4,           -1
16373, 192326.6,      94,           16.22,    142.2,         -0.7
16374, 192343.8,     100,            15.8,    142.2,           -1
16375, 192358.5,     101,           15.48,    142.2,           -1
16376, 192373.1,     102,           15.22,    141.8,         -1.4
16377, 192388.3,     104,           15.32,    141.6,           -2
16378, 192402.8,     105,           15.24,    141.4,         -1.6
16379, 192417.9,     105,           14.82,      141,         -1.6
16380, 192435.9,      61,           15.48,    140.8,         -0.3
16381, 192450.3,      16,           15.44,    140.6,          0.3
16382, 192464.3,       0,            15.2,    141.2,          1.1
16383, 192480.2,      29,           15.48,    141.2,          1.4
16384, 192492.6,      88,           14.94,    141.4,            1
16385, 192507.6,      65,           14.34,    141.4,          0.7
16386, 192522.5,      77,           14.44,    141.8,            0
16387, 192534.6,      52,           14.06,    141.6,           -1
16388, 192549.6,      30,           13.88,    141.4,         -2.4
16389, 192565.6,       8,            14.6,    140.8,         -3.1
16390, 192579.8,       0,           14.44,    140.4,         -3.9
16391,   192593,       0,            14.1,    139.8,         -3.8
16392, 192606.4,       0,           14.36,    139.2,         -4.2
16393, 192622.8,       0,           14.64,    138.6,         -4.1
16394, 192637.5,       0,           14.38,      138,           -4
16395,   192652,       0,           14.44,    137.4,         -3.8
16396, 192666.9,      95,           14.78,    136.8,         -2.8
16397, 192681.1,      94,           14.94,    136.4,         -1.4
16398, 192694.3,      94,            14.3,    136.4,          0.7
16399, 192707.4,      94,           13.98,    136.6,          1.8
16400, 192723.1,     101,           14.22,    137.2,          2.5
16401, 192736.8,     101,           13.98,    137.4,          2.5
16402, 192750.6,     101,            13.9,    137.8,          1.8
16403, 192764.5,     100,           14.04,      138,          1.9
16404, 192777.4,      99,              14,    138.2,          1.5
16405,   192790,      97,           13.38,    138.4,          1.5
16406, 192804.9,      96,           13.62,    138.6,          1.1
16407, 192817.9,      94,           13.46,    138.8,          0.8
16408, 192829.9,      98,           13.08,    138.8,          0.4
16409,   192841,      98,           12.72,    138.8,         -0.4
16410, 192853.4,      96,           12.68,    138.8,         -0.4
16411, 192866.2,      97,           12.26,    138.6,            0
16412, 192879.4,      97,            12.3,    138.6,            0
16413, 192890.8,      96,           12.18,    138.8,          0.8
16414, 192902.2,      96,           12.24,    138.8,          1.3
16415, 192915.5,      95,           12.42,      139,          0.9
16416, 192926.6,      95,           12.08,    139.2,          0.8
16417,   192937,      95,           11.52,    139.2,          0.4
16418, 192949.6,      94,           11.76,    139.2,            0
16419,   192962,      66,           11.96,    139.2,          0.8
16420, 192974.8,      73,           11.86,    139.2,          1.5
16421,   192989,      95,           12.48,    139.6,            2
16422, 193001.7,      95,           12.94,      140,          2.8
16423, 193012.7,      95,           12.62,    140.2,          2.1
16424, 193024.4,      96,           12.48,    140.6,          1.7
16425, 193036.5,      96,           12.34,    140.6,          0.8
16426, 193049.6,      97,           12.12,    140.8,         -0.4
16427, 193062.6,     100,           12.18,    140.6,         -1.2
16428, 193075.5,     102,           12.56,    140.4,         -2.3
16429, 193088.6,     105,           12.84,      140,         -2.3
16430, 193101.8,     102,           13.06,    139.6,         -2.6
16431, 193115.1,      99,            13.1,    139.4,         -2.1
16432, 193129.7,     100,           13.42,      139,         -2.1
16433, 193145.2,     101,           13.94,    138.8,         -2.2
16434, 193158.3,      96,           13.94,    138.4,         -2.2
16435, 193170.7,      88,           13.78,    138.2,         -2.2
16436, 193185.1,      88,              14,    137.8,         -1.8
16437, 193199.4,      84,           13.94,    137.6,           -2
16438, 193214.6,      52,           13.88,    137.4,           -2
16439, 193230.5,      37,           14.44,      137,         -2.1
16440, 193243.9,      87,           14.64,    136.6,         -2.4
16441, 193257.5,      89,           14.48,    136.4,         -2.2
16442,   193273,      90,           14.72,      136,         -2.1
16443, 193285.7,      90,           14.22,    135.8,           -2
16444, 193300.5,      90,              14,    135.4,           -1
16445, 193316.3,      91,           14.48,    135.2,         -0.7
16446, 193331.5,      95,            14.8,    135.4,            0
16447, 193345.2,      99,           14.44,    135.4,          0.3
16448,   193362,      99,           15.26,    135.4,            0
16449,   193376,      99,            15.1,    135.4,         -0.3
16450, 193388.9,      99,           14.52,    135.4,         -0.7
16451, 193403.6,      99,           14.42,    135.2,         -1.1
16452, 193417.9,      99,           14.54,      135,         -1.7
16453, 193433.1,      99,           14.22,    134.8,         -1.7
16454, 193449.4,      98,           14.68,    134.4,           -2
16455, 193463.9,      98,              15,    134.2,         -2.3
16456, 193478.8,     100,           15.04,    133.8,           -2
16457, 193493.7,     100,           15.16,    133.4,         -1.7
16458, 193508.1,      99,              15,    133.2,           -1
16459, 193521.1,      72,           14.34,    133.2,         -0.7
16460, 193536.1,     101,           14.44,    133.2,         -0.3
16461, 193552.1,     101,           14.66,      133,         -0.6
16462, 193568.8,     101,           15.02,      133,           -1
16463, 193582.8,     103,           14.94,    132.8,           -1
16464, 193597.2,     103,           15.22,    132.6,         -1.7
16465, 193614.8,      97,           15.74,    132.4,           -2
16466, 193629.3,      86,           15.44,      132,         -2.3
16467, 193642.9,      96,           14.82,    131.6,           -3
16468, 193658.5,      96,           15.14,    131.2,         -3.6
16469, 193674.1,      96,           15.38,    130.6,         -3.4
16470, 193690.9,      97,           15.22,    129.8,         -3.8
16471, 193707.6,     103,           15.66,    129.4,         -3.2
16472, 193721.4,     105,            15.7,    128.8,         -2.2
16473, 193737.1,     106,           15.72,    128.6,         -1.6
16474,   193754,     106,           15.98,    128.4,         -0.6
16475, 193770.7,     106,           15.96,    128.4,            0
16476, 193784.5,     104,           15.38,    128.4,            1
16477,   193800,     102,           15.72,    128.6,          1.7
16478, 193815.1,     100,            15.6,      129,            2
16479, 193829.7,      98,           15.14,    129.4,          2.4
16480, 193844.2,      96,            14.7,    129.6,          2.4
16481, 193858.4,      96,           14.78,      130,          2.3
16482, 193873.3,      96,           14.66,    130.4,          2.3
16483, 193889.5,      97,           14.88,    130.8,          1.3
16484,   193905,      99,           15.06,      131,            0
16485, 193920.1,     104,           15.18,    130.8,         -2.3
16486,   193935,     110,           15.32,    130.4,         -3.7
16487, 193950.9,     104,           15.52,    129.4,         -4.9
16488, 193970.6,      99,           16.22,    128.6,         -5.9
16489, 193988.8,     103,           16.76,    127.4,         -6.1
16490, 194005.6,     105,            17.1,    126.2,         -6.2
16491, 194022.9,      95,           17.58,      125,         -5.9
16492, 194044.4,      68,            18.7,      124,         -5.4
16493, 194062.8,     104,           18.44,      123,         -4.3
